Gas,NFR/CRF Group,Source,Activity,Units,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Ammonia,1A4bi,Domestic Boiler,Petroleum coke,kilotonne,-,-,-,-,-,-,-,-,-,-,0.000116169,0.000238084,0.00032921,0.000412344,0.000666654,0.000800491,0.000833619,0.000857297,0.000774153,0.000677977,0.000633486,0.000588237,0.000542988,0.000512822,0.000467051,0.000436919,0.000406786,0.00039172,0.000397563,7.30E-05,4.99E-05,8.88E-05,0.000136064,8.90E-05,0.000123836,0.000147889,0.00014139,0.000191514,0.000218914,0.000274195,0.000251248,0.000207638
Ammonia,1A4bi,Domestic Boiler,SSF,kilotonne,-,-,-,-,-,-,-,-,-,-,0.004508402,0.004472192,0.003906452,0.003963697,0.003047224,0.002278884,0.002494303,0.001686256,0.001656097,0.001442972,0.001288435,0.001150215,0.001018325,0.00089427,0.000810685,0.000701687,0.000704585,0.000643456,0.000761184,0.000652323,0.000698435,0.000555212,0.000471187,0.000504326,0.000358844,0.000342957,0.00035686,0.000389707,0.000406799,0.000354385,0.000398047,0.00034971
Ammonia,1A4bi,Domestic Outdoor,Coal,kilotonne,-,-,-,-,-,-,-,-,-,-,2.84E-07,2.91E-07,2.62E-07,2.46E-07,1.70E-07,1.11E-07,1.20E-07,1.16E-07,1.26E-07,1.43E-07,8.54E-08,6.74E-08,4.29E-08,3.76E-08,3.30E-08,2.60E-08,3.04E-08,4.03E-08,4.77E-08,4.50E-08,5.07E-08,5.42E-08,5.46E-08,4.75E-08,4.58E-08,3.70E-08,3.29E-08,2.77E-08,2.44E-08,2.10E-08,2.04E-08,2.12E-08
Ammonia,1A4bi,Domestic Outdoor,Charcoal,kilotonne,-,-,-,-,-,-,-,-,-,-,0.0452235,0.04169176,0.038536452,0.039424555,0.040335055,0.041196455,0.0482384,0.044283713,0.0465156,0.038763,0.0422086,0.039142877,0.040695982,0.043982223,0.046357102,0.042032013,0.041123236,0.039479685,0.03610472,0.03825822,0.059080842,0.055919504,0.05800323,0.09587382,0.096662001,0.093976156,0.06223012,0.104197528,0.125274263,0.080156716,0.086507818,0.086507818
Ammonia,1A4bi,Domestic Space Heater,Burning oil,kilotonne,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ammonia,1A4bi,Domestic Space Heater,Fuel oil,kilotonne,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ammonia,1A4bi,Domestic Space Heater,Gas oil,kilotonne,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ammonia,1A4bi,Domestic Space Heater,Natural gas,kilotonne,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ammonia,1A4bi,Domestic Water Heater,Burning oil,kilotonne,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ammonia,1A4bi,Domestic Water Heater,Fuel oil,kilotonne,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ammonia,1A4bi,Domestic Water Heater,Gas oil,kilotonne,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ammonia,1A4bi,Domestic Water Heater,Natural gas,kilotonne,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ammonia,1A4bi,Domestic Cooking and Other,Burning oil,kilotonne,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ammonia,1A4bi,Domestic Cooking and Other,Fuel oil,kilotonne,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ammonia,1A4bi,Domestic Cooking and Other,Gas oil,kilotonne,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ammonia,1A4bi,Domestic Cooking and Other,Natural gas,kilotonne,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ammonia,1A4bi,Domestic combustion,Charcoal,kilotonne,-,-,-,-,-,-,-,-,-,-,0,0,0.000862261,4.31E-06,1.72E-06,1.72E-06,1.72E-06,1.72E-06,1.72E-06,1.72E-06,1.72E-06,1.72E-06,1.72E-06,1.72E-06,1.72E-06,1.72E-06,1.72E-06,1.72E-06,1.72E-06,1.72E-06,1.72E-06,1.72E-06,1.72E-06,1.72E-06,1.72E-06,1.72E-06,1.72E-06,1.72E-06,1.72E-06,2.76E-05,3.70E-05,3.70E-05
Ammonia,1A4bi,Domestic Closed Stove - Upgraded,Anthracite,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.000236413,0.000343337,0.000400887,0.000496982,0.000347528,0.000276831,0.000276962,0.000326075,0.000531304,0.000647404,0.000729243,0.000825303,0.001200157,0.001081475,0.001055483,0.000979442,0.000968525,0.000926034,0.000843845,0.000682745,0.000634989
Ammonia,1A4bi,Domestic Closed Stove - Upgraded,Coal,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.21E-05,1.54E-05,2.06E-05,2.44E-05,2.42E-05,3.35E-05,5.07E-05,7.68E-05,8.90E-05,0.000119634,0.000148777,0.000171484,0.000167564,0.000179535,0.000171503,0.000183872,0.000164589,0.000151545,0.000134356,0.000118243,0.000111261
Ammonia,1A4bi,Domestic Closed Stove - Upgraded,Coke,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8.15E-06,4.34E-05,4.79E-05,2.56E-05,2.16E-05,1.67E-05,1.27E-05,1.38E-05,1.45E-05,1.78E-05,1.80E-05,1.71E-05,1.61E-05,1.88E-05,8.08E-06,0,0,0,0,0,0
Ammonia,1A4bi,Domestic Closed Stove - Upgraded,Petroleum coke,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.71E-05,5.01E-05,7.21E-05,8.88E-05,0.000103959,0.000114813,0.000126154,0.000178415,4.42E-05,4.00E-05,9.29E-05,0.000184933,0.000157923,0.000290412,0.000323867,0.000308452,0.000377613,0.000392941,0.000448859,0.000326988,0.000245791
Ammonia,1A4bi,Domestic Closed Stove - Upgraded,SSF,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.29E-05,9.39E-05,0.000125745,0.00015412,0.000166958,0.000198865,0.000207227,0.000341598,0.000395168,0.000559256,0.000580475,0.000640419,0.000894433,0.000841541,0.000751051,0.000778512,0.000768395,0.000730186,0.000580131,0.00051804,0.000413968
Ammonia,1A4bi,Domestic Closed Stove - Upgraded,Wood - Dry,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.000871558,0.001747397,0.002684796,0.004098283,0.005862057,0.007822829,0.007135248,0.005948006,0.007555146,0.011736379,0.011636561,0.015625132,0.019807533,0.0198823,0.023359772,0.026838004,0.027350526,0.03021245,0.031156052,0.029752443,0.032091341
Ammonia,1A4bi,Domestic Closed Stove - Upgraded,Wood - Seasoned,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.004690081,0.009403198,0.014447588,0.022053934,0.031545264,0.04209669,0.038396637,0.032007777,0.040656215,0.063156527,0.06261938,0.084082922,0.106589519,0.106991858,0.125705044,0.144422323,0.147180337,0.162581101,0.167658869,0.160105683,0.172691903
Ammonia,1A4bi,Domestic Closed Stove - Upgraded,Wood - Wet,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.003008498,0.006031773,0.009267545,0.01414671,0.020235016,0.027003331,0.024629896,0.0205317,0.026079324,0.040512368,0.040167809,0.053935807,0.068372882,0.068630967,0.080634721,0.092641102,0.094410257,0.104289227,0.10754641,0.102701346,0.110774899
Ammonia,1A4bi,Domestic Closed Stove - EcoDesign,Anthracite,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.79E-05,4.97E-05,8.93E-05,0.000118036,0.000163131
Ammonia,1A4bi,Domestic Closed Stove - EcoDesign,Coal,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.04E-06,8.13E-06,1.42E-05,2.04E-05,2.86E-05
Ammonia,1A4bi,Domestic Closed Stove - EcoDesign,Coke,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
Ammonia,1A4bi,Domestic Closed Stove - EcoDesign,Petroleum coke,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.97E-06,2.11E-05,4.75E-05,5.65E-05,6.31E-05
Ammonia,1A4bi,Domestic Closed Stove - EcoDesign,SSF,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.42E-05,3.92E-05,6.14E-05,8.96E-05,0.00010635
Ammonia,1A4bi,Domestic Closed Stove - EcoDesign,Wood - Dry,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.000975729,0.003130869,0.006367213,0.009938053,0.015928764
Ammonia,1A4bi,Domestic Closed Stove - EcoDesign,Wood - Seasoned,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.001308323,0.004198078,0.008537584,0.013325605,0.021358351
Ammonia,1A4bi,Domestic Closed Stove - EcoDesign,Wood - Wet,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.001649299,0.005292184,0.010762655,0.016798534,0.026924779
Ammonia,1A4bii,House and garden machinery,DERV,kilotonne,6.19E-05,6.28E-05,6.33E-05,6.39E-05,6.46E-05,6.54E-05,6.62E-05,6.69E-05,6.76E-05,6.83E-05,6.93E-05,7.00E-05,7.07E-05,7.14E-05,7.22E-05,7.29E-05,7.34E-05,7.38E-05,7.43E-05,7.49E-05,7.54E-05,7.59E-05,7.67E-05,7.70E-05,7.73E-05,7.80E-05,7.85E-05,7.92E-05,8.00E-05,8.05E-05,8.11E-05,8.17E-05,8.23E-05,8.24E-05,8.27E-05,8.36E-05,8.38E-05,8.42E-05,8.53E-05,8.60E-05,8.63E-05,8.68E-05
Ammonia,1A4bii,House and garden machinery,Petrol,kilotonne,0.00031621,0.000320611,0.000322995,0.000326141,0.000330018,0.000333959,0.000337725,0.000341395,0.000344971,0.000348419,0.00035352,0.000357543,0.000360785,0.000364409,0.000368465,0.000372281,0.000374703,0.000376707,0.000379406,0.000382137,0.000385089,0.000387283,0.00039134,0.000393313,0.000394513,0.000398048,0.000400606,0.000404236,0.000408435,0.000411071,0.000414196,0.000416864,0.000420195,0.000420873,0.000421994,0.000426919,0.000427914,0.00042976,0.000435285,0.0004392,0.000440731,0.000443256
Ammonia,1A4ci,Agriculture - stationary combustion,Biomass,kilotonne,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,1.32E-05,1.32E-05,1.32E-05,1.32E-05,1.32E-05,0.000151393,9.09E-05,9.09E-05,9.09E-05,9.09E-05,9.09E-05,9.09E-05,0.000215246,0.000438884,0.000643031,0.000788848,0.00131047,0,0,0,0,0,0,0
Ammonia,1A4cii,Agriculture - mobile machinery,Gas oil,kilotonne,0.010844167,0.010901241,0.010958316,0.01101539,0.011072465,0.011129539,0.011186614,0.011243689,0.011300763,0.011357838,0.007863954,0.008145944,0.008472487,0.007887475,0.007837754,0.008165883,0.008953245,0.008666366,0.008568752,0.009154602,0.00905994,0.008710093,0.009595467,0.009736755,0.010506891,0.010911794,0.010849986,0.011093953,0.013126288,0.012262876,0.011328698,0.009938963,0.012182755,0.010162874,0.010678227,0.011983046,0.011137053,0.011806432,0.011739296,0.010494598,0.010082355,0.011918579
Ammonia,1A4cii,Agriculture - mobile machinery,Petrol,kilotonne,2.28E-06,2.29E-06,2.31E-06,2.32E-06,2.33E-06,2.34E-06,2.35E-06,2.37E-06,2.38E-06,2.39E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ammonia,1A4ciii,Fishing vessels,Fuel oil,kilotonne,0.000388178,0.00033709,0.000317659,0.000281854,0.000267227,0.000225527,0.000229675,0.000211336,0.000220288,0.000281854,0.000322681,0.00031443,0.000325709,0.000345008,0.000345352,0.00036365,0.00032681,0.000296153,0.000282188,0.000257404,0.000241885,0.000243615,0.000247238,0.000256163,0.000268324,0.000268263,0.000243503,0.000250884,0.00024673,0.000227986,0.00023877,0.000215368,0.000225268,0.000213936,0.00023986,9.64E-05,0.000102809,9.94E-05,9.72E-05,8.84E-05,8.28E-05,8.13E-05
Ammonia,1A4ciii,Fishing vessels,Gas oil,kilotonne,0.001769622,0.001402181,0.002246303,0.001774588,0.002278578,0.002269889,0.00208741,0.001620659,0.001827966,0.002442083,0.002334577,0.002274885,0.002356489,0.002496113,0.002498601,0.00263099,0.002364454,0.002142647,0.002041614,0.001862301,0.001750023,0.001762537,0.001788754,0.001853321,0.001941311,0.001940866,0.001761733,0.001815134,0.001785078,0.001649464,0.00172749,0.001558178,0.001629802,0.001547815,0.001735375,0.001634832,0.001743802,0.0016864,0.001648866,0.001499031,0.001404027,0.001378869
Ammonia,1A5b,Shipping - naval,Gas oil,kilotonne,0.00416445,0.00416445,0.00416445,0.00416445,0.00416445,0.00416445,0.00416445,0.00416445,0.00416445,0.003917309,0.004383342,0.004569648,0.004222454,0.0037535,0.003477652,0.003539173,0.003576957,0.003808522,0.002696245,0.002974591,0.002911821,0.002672643,0.002433465,0.002725108,0.00301675,0.002711446,0.002645743,0.002738522,0.00270983,0.002704485,0.002748461,0.002520229,0.00229039,0.002091395,0.001782248,0.001413331,0.001366458,0.001456596,0.00154832,0.001443845,0.001102869,0.001641148
Ammonia,1B,,,kilotonne,0.250233677,0.227219887,0.219895688,0.211555253,0.168562333,0.221362381,0.214395358,0.213588037,0.212606195,0.20257782,0.196461078,0.188264948,0.174743564,0.169533894,0.166734964,0.160825036,0.159668866,0.157348512,0.15025,0.17873,0.17895,0.18124,0.1594255,0.16723,0.15029,0.364393,0.3111769,0.2881667,0.2483959,0.1716235,0.1957939,0.5044879,0.4852599,0.575946,0.355418665,0.24889863,0.203357993,0.1914225,0.19021,0.180854174,0.183591332,0.1688695
Ammonia,1B1b,Coke production,Coke produced,kilotonne,0.107933677,0.101179887,0.097815688,0.095835253,0.077262333,0.103782381,0.103325358,0.099758037,0.100126195,0.09876782,0.097841078,0.090934948,0.082873564,0.077363894,0.078734964,0.079065036,0.078988866,0.079128512,0.0789,0.10635,0.10845,0.10926,0.08795,0.0827,0.0829,0.2349,0.247045,0.2249965,0.1977797,0.122882,0.134884,0.138154,0.131843,0.2261,0.223063765,0.22792753,0.18203669,0.177597,0.1764,0.167795174,0.171694132,0.160174
Ammonia,1B1b,Solid smokeless fuel production,Coal,kilotonne,0.09,0.07374,0.06978,0.06342,0.039,0.06528,0.05877,0.06153,0.06018,0.05151,0.04632,0.04503,0.03957,0.03987,0.0357,0.02946,0.02838,0.02592,0.01905,0.01938,0.0162,0.01488,0.0130755,0.01188,0.00981,0.007986,0.0082749,0.0079452,0.0105612,0.0071415,0.0069339,0.0077409,0.0055209,0.007764,0.0077679,0.0068541,0.006678303,0.0062055,0.005931,0.004569,0.0049872,0.0041145
Ammonia,1B2aiv,Refineries - general,Process emission,kilotonne,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.0523,0.053,0.0543,0.0571,0.0584,0.07265,0.05758,0.121507,0.055857,0.055225,0.040055,0.0416,0.053976,0.358593,0.347896,0.342082,0.124587,0.014117,0.014643,0.00762,0.007879,0.00849,0.00691,0.004581
Ammonia,2A,,,kilotonne,0.3500007,0.318116578,0.32933697,0.340557361,0.351777753,0.362998145,0.374218536,0.385438928,0.39665932,0.407879711,0.427417775,0.433049146,0.438680518,0.444311889,0.449943261,0.488609289,0.529587036,0.400291115,0.459085474,0.397518972,0.408698478,0.396569229,0.332837253,0.317314011,0.437193606,0.512308498,0.424782398,0.454117364,0.405696094,0.446123841,0.517583267,0.556305519,0.496311567,0.368991772,0.380387302,0.327457758,0.351854169,0.335429246,0.524774338,0.407884981,0.361586715,0.469595448
Ammonia,2A3,Glass - glass wool,Glass (glass wool),kilotonne,0.3500007,0.318116578,0.32933697,0.340557361,0.351777753,0.362998145,0.374218536,0.385438928,0.39665932,0.407879711,0.427417775,0.433049146,0.438680518,0.444311889,0.449943261,0.488609289,0.529587036,0.400291115,0.459085474,0.397518972,0.408698478,0.396569229,0.332837253,0.317314011,0.437193606,0.512308498,0.424782398,0.454117364,0.405696094,0.446123841,0.517583267,0.556305519,0.496311567,0.368991772,0.380387302,0.327457758,0.351854169,0.335429246,0.524774338,0.407884981,0.361586715,0.469595448
Ammonia,2B,,,kilotonne,7.381602084,7.381602084,7.381602084,7.381602084,7.381602084,7.381602084,7.381602084,7.381602084,7.340402084,7.299202084,7.258002084,7.216802084,7.175602084,7.134402084,7.134402084,7.134402084,7.738132297,6.101102795,8.61422378,4.586043069,3.478960648,3.802019356,3.518939102,3.272058784,3.12546741,4.050689665,4.008540262,3.820130254,3.186058244,2.809813435,3.20652176,3.68854171,3.5167396,2.244534882,1.674938314,1.20919608,1.599750313,1.741912151,1.297319631,1.849031844,1.485335318,1.313261283
Ammonia,2B10a,Chemical industry - ammonia based fertilizer,Non-fuel fertilizer,kilotonne,4.703052,4.703052,4.703052,4.703052,4.703052,4.703052,4.703052,4.703052,4.703052,4.703052,4.703052,4.703052,4.703052,4.703052,4.703052,4.703052,5.451686,3.847868,6.5498,2.5301,1.54749,1.81761,1.72072,1.6567,1.4888,2.3889,2.2352,2.0128,1.5835,1.382,1.77,1.821,1.577,0.794,0.996,0.662,0.875,1.08,0.723,1.145,0.854,0.682
Ammonia,2B10a,Chemical industry - ammonia use,Process emission,kilotonne,1.195350084,1.195350084,1.195350084,1.195350084,1.195350084,1.195350084,1.195350084,1.195350084,1.195350084,1.195350084,1.195350084,1.195350084,1.195350084,1.195350084,1.195350084,1.195350084,1.050446297,1.017234795,0.82842378,0.819943069,0.695470648,0.748409356,0.562219102,0.379358784,0.40066741,0.425789665,0.595340262,0.568330254,0.431558244,0.289813435,0.24052176,0.27754171,0.2647396,0.261534882,0.287238314,0.21469608,0.227750313,0.270912151,0.254319631,0.294031844,0.275335318,0.275261283
Ammonia,2B7,Chemical industry - soda ash,Soda ash,kilotonne,1.4832,1.4832,1.4832,1.4832,1.4832,1.4832,1.4832,1.4832,1.442,1.4008,1.3596,1.3184,1.2772,1.236,1.236,1.236,1.236,1.236,1.236,1.236,1.236,1.236,1.236,1.236,1.236,1.236,1.178,1.239,1.171,1.138,1.196,1.59,1.675,1.189,0.3917,0.3325,0.497,0.391,0.32,0.41,0.356,0.356
Ammonia,2C,,,kilotonne,0.008549621,0.00825772,0.008196267,0.008319173,0.0086418,0.008726298,0.008526576,0.008941383,0.009786359,0.010093623,0.009996305,0.00912873,0.008714136,0.00863736,0.008852334,0.009098019,0.009098019,0.009297638,0.00934997,0.00978447,0.010287,0.007013,0.00741,0.00685275,0.001,0.0016,0.002,0.002,0.0018,0.002,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018
Ammonia,2C7c,Other non-ferrous metal processes,Index of output (basic metals),kilotonne,0.008549621,0.00825772,0.008196267,0.008319173,0.0086418,0.008726298,0.008526576,0.008941383,0.009786359,0.010093623,0.009996305,0.00912873,0.008714136,0.00863736,0.008852334,0.009098019,0.009098019,0.009297638,0.00934997,0.00978447,0.010287,0.007013,0.00741,0.00685275,0.001,0.0016,0.002,0.002,0.0018,0.002,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018
Ammonia,2D,,,kilotonne,1.208815694,1.208815694,1.208815694,1.208815694,1.208815694,1.208815694,1.208815694,1.208815694,1.208815694,1.208815694,1.205682455,1.205682455,1.205682455,1.205682455,1.205682455,1.205682455,1.205682455,1.205682455,1.205682455,1.205682455,1.205682455,1.205682455,1.205682455,1.205682455,1.205682455,1.205682455,1.205682455,1.205682455,1.205682455,1.205682455,1.205682455,1.205682455,1.205682455,1.205781349,1.207120555,1.207243192,1.20794095,1.208218406,1.208815694,1.209179428,1.209343804,1.209720738
Ammonia,2D3a,Non-aerosol products - household products,Non-fuel domestic,kilotonne,1.208815694,1.208815694,1.208815694,1.208815694,1.208815694,1.208815694,1.208815694,1.208815694,1.208815694,1.208815694,1.205682455,1.205682455,1.205682455,1.205682455,1.205682455,1.205682455,1.205682455,1.205682455,1.205682455,1.205682455,1.205682455,1.205682455,1.205682455,1.205682455,1.205682455,1.205682455,1.205682455,1.205682455,1.205682455,1.205682455,1.205682455,1.205682455,1.205682455,1.205781349,1.207120555,1.207243192,1.20794095,1.208218406,1.208815694,1.209179428,1.209343804,1.209720738
Ammonia,2G,,,kilotonne,0.555002793,0.53684654,0.518690288,0.512074989,0.50545969,0.498844391,0.492229092,0.482134442,0.472039792,0.461945142,0.455222511,0.4314008,0.38755605,0.42596845,0.41110315,0.3559372,0.3665363,0.3546175,0.247001083,0.245009083,0.246424233,0.2453148,0.2515315,0.2420944,0.2367492,0.22695935,0.22220345,0.2091268,0.21083245,0.2223238,0.21365445,0.2017232,0.19706275,0.177785604,0.168889383,0.159056272,0.152453293,0.147078373,0.137111634,0.130313268,0.139554072,0.138758726
Ammonia,2G,Cigarette smoking,Cigarettes,kilotonne,0.555002793,0.53684654,0.518690288,0.512074989,0.50545969,0.498844391,0.492229092,0.482134442,0.472039792,0.461945142,0.455222511,0.4314008,0.38755605,0.42596845,0.41110315,0.3559372,0.3665363,0.3546175,0.247001083,0.245009083,0.246424233,0.2453148,0.2515315,0.2420944,0.2367492,0.22695935,0.22220345,0.2091268,0.21083245,0.2223238,0.21365445,0.2017232,0.19706275,0.177785604,0.168889383,0.159056272,0.152453293,0.147078373,0.137111634,0.130313268,0.139554072,0.138758726
Ammonia,2H,,,kilotonne,0.760440199,0.761940199,1.023240199,0.771840199,0.924140199,0.794140199,0.834240199,0.821640199,0.837640199,0.833740199,0.79656186,0.877240367,1.022030226,0.973666059,0.878557352,0.850186171,1.049629954,1.115951481,1.007930139,1.066067728,0.91552408,0.841224835,0.963242548,0.924420654,0.911855695,0.876482321,0.747794716,0.681225675,0.772322934,0.854437344,0.661536249,0.859283279,0.7352559,0.8485685,0.9362454,0.627062,0.574444,0.8975681,0.765784,0.782217727,0.595326445,0.747923241
Ammonia,2H1,Paper production,Process emission,kilotonne,0.022440199,0.022440199,0.022440199,0.022440199,0.022440199,0.022440199,0.022440199,0.022440199,0.022440199,0.022440199,0.00636186,0.007140367,0.007230226,0.007066059,0.006557352,0.007086171,0.007629954,0.007551481,0.007697639,0.007654428,0.00759958,0.007766535,0.007563448,0.007629954,0.007648295,0.007760221,0.007843116,0.007881975,0.008200234,0.008773044,0.008787349,0.008873179,0.006144,0.0054085,0.0052925,0.0052635,0.005766,0.00567,0.005745,0.0059055,0.005973,0.005968
Ammonia,2H2,Sugar beet processing,Process emission,kilotonne,0.738,0.7395,1.0008,0.7494,0.9017,0.7717,0.8118,0.7992,0.8152,0.8113,0.7902,0.8701,1.0148,0.9666,0.872,0.8431,1.042,1.1084,1.0002325,1.0584133,0.9079245,0.8334583,0.9556791,0.9167907,0.9042074,0.8687221,0.7399516,0.6733437,0.7641227,0.8456643,0.6527489,0.8504101,0.7291119,0.84316,0.9309529,0.6217985,0.568678,0.8918981,0.760039,0.776312227,0.589353445,0.741955241
Ammonia,3B,,,kilotonne,131.9227741,129.854868,131.8012181,131.6486296,129.5152688,128.6312077,127.0484406,126.500975,125.5354897,122.5978466,119.193546,118.2526072,117.9524463,118.4630855,118.9647921,118.0342326,122.0075288,123.4363529,120.9784724,116.8380856,112.3795519,110.0255104,106.4894511,106.0699862,107.4254996,105.9275727,104.459522,101.3108041,97.50369791,95.9544872,96.37684313,94.88007542,93.48838261,93.70464424,95.51496518,95.47462416,94.55927263,95.10697112,94.16590437,94.67526719,93.62518796,94.49051791
Ammonia,3B1a,Wastes - Direct,Dairy - Dairy Cows,kilotonne,35.19404647,34.43910193,34.71696347,34.83754489,34.94572477,34.15079438,33.15419157,32.22316408,31.47779528,31.72062267,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ammonia,3B1a,Housing,Dairy - Dairy Cows,kilotonne,-,-,-,-,-,-,-,-,-,-,16.41303408,16.08594516,16.06158756,16.08567571,16.45821911,16.18476226,16.74180338,16.68265145,16.52885313,16.94055356,16.50709283,16.78318573,17.1075869,17.43026829,17.61805255,17.21035528,17.68226496,18.02144677,17.67774038,17.78660704,18.56430709,18.96855412,19.12979002,19.55024835,21.00434465,21.49814893,21.13829417,21.75438205,21.84942442,22.28961776,22.43443299,22.52964448
Ammonia,3B1a,Storage,Dairy - Dairy Cows,kilotonne,-,-,-,-,-,-,-,-,-,-,7.098438894,6.905504846,6.852581631,6.816310762,6.924854599,6.755292388,6.932664205,6.852384042,6.729027377,6.860938841,6.61877692,6.649560084,6.715987752,6.786848118,6.797873545,6.559898712,6.670308774,6.722148054,6.523066273,6.522432682,6.748466817,6.852576189,6.863133489,7.015419787,7.477691036,7.617748228,7.419622647,7.602676721,7.609766982,7.74911255,7.780987522,7.786235204
