Gas,NFR/CRF Group,Source,Activity,Units,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
PM10 (Particulate Matter < 10&micro;m),6A,Wastes,Professional Horses,kilotonne,0.006837914,0.006837914,0.006837914,0.006837914,0.006837914,0.006837914,0.006837914,0.006837914,0.006837914,0.006837914,0.006837914,0.006837914,0.006837914,0.006837914,0.006837914,0.006837914,0.006837914,0.006837914,0.006837914,0.006837914,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
PM10 (Particulate Matter < 10&micro;m),6A,Housing,Domestic Horses,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.016754673,0.017598367,0.018501025,0.017923848,0.018576448,0.019105747,0.024119728,0.030040611,0.035830524,0.037282171,0.035604335,0.035603023,0.034683095,0.03516155,0.033623524,0.032862111,0.03041498,0.030504685,0.031110029,0.030613999,0.034050883,0.033506934,0.032939454,0.03367311,0.032681755,0.033361678,0.033361678,0.033361678,0.033361678,0.033361678,0.033361678,0.033361678
PM10 (Particulate Matter < 10&micro;m),6A,Housing,Professional Horses,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.006837914,0.006837914,0.006837914,0.006837914,0.006837914,0.006837914,0.006837914,0.006837914,0.006837914,0.007293775,0.007749636,0.008205497,0.008661358,0.009117219,0.00957308,0.01002894,0.01002894,0.01002894,0.01002894,0.01002894,0.01002894,0.009939614,0.009850287,0.009760961,0.009671634,0.009582307,0.009582307,0.009582307,0.009582307,0.009582307,0.009582308,0.009582308
PM10 (Particulate Matter < 10&micro;m),z_,,,kilotonne,89.53756326,93.53453723,86.23398153,88.00322804,78.07059345,57.06345967,59.57377062,46.80358454,43.75189318,43.196755,42.18657383,38.57747099,38.30402154,34.50840993,34.26830966,32.01569637,32.95632955,31.82894065,33.81187701,40.85769048,49.05748899,43.66815009,40.67898691,39.89481283,37.03151929,40.16232338,42.07292726,44.72113375,43.9163642,39.05831612,36.56020953,36.4712974,36.27890126,38.57060857,39.93758247,41.81399149,43.78648066,37.87226615,39.8718842,37.15860863,33.29166935,34.58334319,31.17132139,30.36382323,30.32294381,30.43604553,31.0862737,31.39266494,31.35076874,31.05944117,22.13199063,24.24159721
PM10 (Particulate Matter < 10&micro;m),z_11B,Accidental fires - forests,Area burnt,kilotonne,0.127872,0.127872,0.127872,0.127872,0.127872,0.127872,0.127872,0.127872,0.127872,0.127872,0.127872,0.127872,0.127872,0.127872,0.127872,0.127872,0.19008,0.114048,0.107136,0.324864,0.342144,0.200448,0.169344,0.165888,0.262656,0.6048,0.6318,0.35856,0.05832,0.18468,0.28728,0.24408,0.15984,0.25596,0.226368,0.226368,0.226368,0.226368,0.226368,0.226368,0.45936,3.123,0.15228,0.54288,0.31716,0.5076,0.28944,0.361872,0.361872,0.361872,0.361872,0.361872
PM10 (Particulate Matter < 10&micro;m),z_11C,Road transport - resuspension,Vehicle kilometres,kilotonne,8.19317158,8.705632258,9.201174544,9.657094291,9.494978062,9.573319698,10.05650284,10.19538039,10.58971974,10.56577981,11.20262554,11.4073014,11.71503296,11.86426621,12.48756981,12.75559952,13.39879426,14.43234029,15.47339613,16.75965584,16.93072309,16.9676678,17.00748532,17.03062053,17.41157373,17.75164852,18.22531457,18.61113207,18.95553049,19.32374,19.30897113,19.57779382,20.03432499,20.17183332,20.43167285,20.44776626,20.75310067,20.96526386,20.77687948,20.59320048,20.31481968,20.37224801,20.38419007,20.48212712,21.04193915,21.43549294,21.94113764,22.2486331,22.36375986,22.65709242,17.77972507,19.89632269
PM10 (Particulate Matter < 10&micro;m),z_11C,Accidental fires - vegetation,Area burnt,kilotonne,0.040221176,0.040221176,0.040221176,0.040221176,0.040221176,0.040221176,0.040221176,0.040221176,0.040221176,0.040221176,0.040221176,0.040221176,0.040221176,0.040221176,0.040221176,0.040221176,0.059788235,0.035872941,0.033698824,0.102183529,0.107618824,0.063049412,0.053265882,0.052178824,0.082616471,0.190235294,0.119576471,0.075007059,0.044460706,0.067941176,0.065440941,0.079355294,0.071419765,0.81432,0.066854118,0.078703059,0.10164,0.062940706,0.047939294,0.058358304,0.074564906,0.069404957,0.026768753,0.048086855,0.033751314,0.038966409,0.03442347,0.038307993,0.060594629,0.038322722,0.042998367,0.042998367
PM10 (Particulate Matter < 10&micro;m),z_11C,Accidental fires - straw,Mass burnt,kilotonne,0.097094771,0.097094771,0.097094771,0.097094771,0.097094771,0.097094771,0.097094771,0.097094771,0.097094771,0.097094771,0.097094771,0.097094771,0.097094771,0.097094771,0.097094771,0.097094771,0.144330065,0.086598039,0.081349673,0.246673203,0.259794118,0.152202614,0.128584967,0.125960784,0.199437908,0.459232026,0.288660131,0.181068627,0.107329085,0.164011438,0.157975817,0.191565359,0.172408824,0.4015,0.161387255,0.18999085,0.245361111,0.151940196,0.115726471,0.140878181,0.180001262,0.167545035,0.064620336,0.116082685,0.081476386,0.094065735,0.083098985,0.092476305,0.146276718,0.092511861,0.103798968,0.103798968
PM10 (Particulate Matter < 10&micro;m),z_1A3ai(ii),Aircraft - international cruise,Aviation turbine fuel,kilotonne,0.382534876,0.453087477,0.497844579,0.544480902,0.45701648,0.48161598,0.508094471,0.538160242,0.596413007,0.623745494,0.626991515,0.594533897,0.590946364,0.606662674,0.651419953,0.672061471,0.755767752,0.786905399,0.867027776,0.92332103,0.898084441,0.88405207,0.98158874,1.050650098,1.10182974,1.173376764,1.243855557,1.325449351,1.476618643,1.604718937,1.771658068,1.725704475,1.692712672,1.733808655,1.903408826,2.058679873,2.090515819,2.080201097,2.048003072,1.943288292,1.880627794,1.970983064,1.919752469,1.933541518,1.947275809,1.978446718,1.988536945,2.141234141,2.16571924,2.177438795,0.879781221,0.78690566
PM10 (Particulate Matter < 10&micro;m),z_1A3ai(ii),Aircraft - international cruise,Aviation spirit,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.00028541,0.000200073,0.000186177,0.000375242,0.000278399,0.000266193,0.000161945,0.000107287,0.00018725,0.000247443,0.00011048,5.95528798132728e-05,0.000294256,4.24751528312519e-05,2.05221591578005e-05,5.40333442303461e-06,3.93988892433111e-06,1.03484323231211e-05,1.779259311058e-05,1.70564994007914e-05,9.08774386556364e-06,9.96396755244702e-06,1.1497163581939e-05,9.38521032333991e-06,7.91537705249972e-06,6.16119561906142e-06,2.01615010960255e-05,7.13617302625968e-06,4.01710191270935e-06,6.02541628047004e-06,-,2.12608730657991e-06
PM10 (Particulate Matter < 10&micro;m),z_1A3ai(ii),Aircraft between UK and CDs - Cruise,Aviation spirit,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.66504858911939e-05,5.93280939945066e-05,9.07693540257815e-05,0.00013621,2.1855385460027e-05,1.52934087744261e-05,2.5254043229853e-05,2.93094976453412e-05,3.13747637130077e-05,2.56693522128834e-05,1.200358478586e-05,1.11386851169698e-05,1.45664182305092e-05,2.3217120545496e-05,3.3066217178773e-05,3.96107058755616e-05,4.64177944336591e-05,1.45217215867211e-05,1.48099210661541e-05,1.0460995596967e-05,8.63155738097987e-06,1.04060105576179e-05,1.60699203754414e-05,1.23578984594355e-05,1.03385834890043e-05,6.00202715434616e-06,1.42358914590133e-05,1.46727974437574e-05,5.66639067955785e-06,1.23703224546927e-05,3.69974029653816e-07,-
PM10 (Particulate Matter < 10&micro;m),z_1A3ai(ii),Aircraft between UK and CDs - Cruise,Aviation turbine fuel,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.004335892,0.003974598,0.004091987,0.004423985,0.004100226,0.004103017,0.004176197,0.004366924,0.004630432,0.004543477,0.00491828,0.004884633,0.005045475,0.005231937,0.006181642,0.006098011,0.005534963,0.005717838,0.005803373,0.005131214,0.005650019,0.005546962,0.005447324,0.004501502,0.004952283,0.004232221,0.003787575,0.003856301,0.003502523,0.003634437,0.001177594,0.001922945
PM10 (Particulate Matter < 10&micro;m),z_1A3ai(ii),Aircraft between UK and Gibraltar - Cruise,Aviation turbine fuel,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.003148366,0.002727098,0.002846261,0.002872718,0.002657717,0.002469788,0.002157154,0.002052118,0.002198053,0.002182057,0.002335567,0.002417074,0.002535821,0.002742563,0.00329663,0.003588561,0.003214377,0.002565642,0.003234452,0.003164053,0.002767164,0.003455887,0.003309356,0.003353664,0.003542334,0.003571387,0.004522479,0.004595755,0.003150919,0.00364308,0.001595258,0.002536211
PM10 (Particulate Matter < 10&micro;m),z_1A3ai(ii),Aircraft between UK and other OTs (excl Gib. and Bermuda) - Cruise,Aviation turbine fuel,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.001715087,0.001047704,0.001281842,0.001816158,0.001190917,0.001107617,0.000732521,0.000761981,0.001525462,0.000152059,0.000550663,0.001315816,0.001308275,0.001302051,0.001336367,0.001340108,0.001310456,0.001281097,0.001260575,0.001307863,0.001406209,0.000380392,-,2.35239623518223e-05,2.96512731631663e-06,6.99281991945841e-06,1.49138589172562e-05,1.76544322598048e-05,-,1.38444429100029e-05,0.000279113,0.000415556
PM10 (Particulate Matter < 10&micro;m),z_1A3ai(ii),Aircraft between UK and Bermuda - Cruise,Aviation turbine fuel,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.002485248,0.001927516,0.000991647,0.001375251,0.001368602,0.001558084,0.001814784,0.001474038,0.001623793,0.001657339,0.001782572,0.001868672,0.001831585,0.001708221,0.002019688,0.002299457,0.002871125,0.003220292,0.003006036,0.002995942,0.002953253,0.002935279,0.002852143,0.002853759,0.0027405,0.002749416,0.003180541,0.003310594,0.003231695,0.00319517,0.001339652,0.001506025
PM10 (Particulate Matter < 10&micro;m),z_1A3ai(ii),Aircraft between UK and Gibraltar - Cruise,Aviation spirit,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.26549582427017e-05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
PM10 (Particulate Matter < 10&micro;m),z_1A3aii(ii),Aircraft - domestic cruise,Aviation turbine fuel,kilotonne,0.02819665,0.033397083,0.036696129,0.040133693,0.03368669,0.035499919,0.037451649,0.039667797,0.043961609,0.045976287,0.046215552,0.0438231,0.043558663,0.044717112,0.048016172,0.049537658,0.055707649,0.058002806,0.063908627,0.068058003,0.064628149,0.066501781,0.066493294,0.064074629,0.059108856,0.062711914,0.069673492,0.071209682,0.077135954,0.085811933,0.091288941,0.094800668,0.095224363,0.097282924,0.101684122,0.112510299,0.107817818,0.103230443,0.099197617,0.088304699,0.081295257,0.077735335,0.074310941,0.075831202,0.069449845,0.071069503,0.065748078,0.070392226,0.066148586,0.063097146,0.025839205,0.030599819
PM10 (Particulate Matter < 10&micro;m),z_1A3aii(ii),Aircraft - domestic cruise,Aviation spirit,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.00027865,0.00018743,0.000158728,0.00023347,9.18390958866389e-05,3.95752711649545e-05,4.35516037616093e-05,5.70764080154981e-05,3.96217658754307e-05,5.45068416593422e-05,2.76270087910009e-05,3.65999523248645e-05,1.65011487482743e-05,2.00441904139642e-05,1.19316341680145e-05,1.96944595012087e-05,2.78711654285759e-05,1.14674705369796e-05,1.11568313945488e-05,1.10105658312272e-05,1.06295974764187e-05,1.4141453624601e-05,1.8194660986695e-05,1.71038177674155e-05,1.18184625994154e-05,1.16161498882894e-05,1.430344368649e-05,2.28136342325654e-05,1.8948068932985e-05,1.29106618622089e-05,1.01696468964507e-05,1.06428533268719e-05
PM10 (Particulate Matter < 10&micro;m),z_1A3di(i),Shipping - international IPCC definition,Fuel oil,kilotonne,78.98755411,82.54797615,74.61113981,75.39623679,66.1114228,45.1301323,47.11408499,34.09480213,30.57779919,29.82135731,28.44889173,25.05122396,23.16159922,19.98978472,18.39584649,15.80038014,15.95265644,14.64478714,15.24745942,19.88838717,28.01237488,22.81296185,19.69883608,19.04053054,15.50608264,17.7190311,19.14017093,21.86928662,20.55376464,15.46999267,12.77287754,11.91417052,11.91097847,13.3851596,14.9980625,16.9716687,18.25379432,12.51118599,14.67970422,12.25797683,8.660620425,7.180897295,6.777501174,5.14330893,4.373735536,4.488755667,4.751916313,4.611575087,4.409299202,3.95178684,1.722475469,1.802545421
PM10 (Particulate Matter < 10&micro;m),z_1A3di(i),Shipping - international IPCC definition,Gas oil,kilotonne,1.680918097,1.529256314,1.621938515,2.100094415,1.708301475,1.577703828,1.592448724,1.670386029,1.678811684,1.874708153,1.596661551,1.215400679,2.527696387,1.737791266,2.42026929,2.472929632,2.399205154,1.670386029,1.937900563,2.544547696,2.429836192,2.511130161,2.563741205,2.35367639,2.398504383,2.191728193,2.344764702,2.220571605,2.632968709,2.148557411,2.094979901,2.633233784,2.130945692,1.699673562,2.035244947,1.7149136,1.994873768,1.758314651,1.864717853,1.837596245,1.627575037,1.609176457,1.76024307,2.011193631,2.44688761,1.811064769,1.920418061,1.81634916,1.767184738,1.70680155,1.211098169,1.210160779
PM2.5 (Particulate Matter < 2.5&micro;m),1A,,,kilotonne,482.3567315,420.6508668,361.9853006,366.3943879,338.7123911,293.3448708,286.1489179,284.5993425,270.1438904,277.5782636,244.7829405,230.37899,225.4568795,215.8226935,187.1097263,215.1071649,224.7567125,202.843475,196.2947201,190.9869117,187.6865867,191.5835683,187.4603859,177.8418451,166.7024042,150.2404111,143.9910236,134.8542017,129.2570176,126.3042021,111.0730672,104.3497671,92.43863745,88.67919251,87.89405946,86.21621497,85.5703929,76.98911484,70.86638941,65.66644674,68.25136636,63.32156681,64.90775944,65.45055628,62.60026207,61.24008474,59.62317109,60.21468165,63.30563324,60.4261448,57.99418707,61.47333319
PM2.5 (Particulate Matter < 2.5&micro;m),1A1a,Miscellaneous industrial/commercial combustion,MSW,kilotonne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006404463,0.006608476,0.007000969,0.007329567,0.007493866,0.008251468,0.009118602,0.008665867,0.005598037,0.005914769,0.002860963,0.004115332,0.0072118,0.004842997,0.005586035,0.006212742,0.007172053,0.006044728,0.00714614,0.00815934,0.00670541,0.007239181,0.008969457,0.006621396,0.007498512,0.006466783,0.007068295,0.005172683,0.007578604,0.007563663,0.008971809,0.011241064,0.012265159
PM2.5 (Particulate Matter < 2.5&micro;m),1A1a,Power stations,Burning oil,kilotonne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35610900227848e-06,1.35610900227848e-06,1.10132488669889e-06,1.29446768399309e-06,1.21227925961258e-06,1.19173215351745e-06,1.02735530475642e-06,1.02735530475642e-06,6.01995196534457e-05,0.001624608,0.000638529,6.68401013350785e-05,5.85981434058021e-05,8.63810435793912e-05,7.42652981983697e-05,0.001890478,2.5855233117267e-05,2.63065896410575e-05,2.96059629262951e-05,7.21142694043785e-05,3.29202940805125e-05,3.53947434177709e-05,3.84543066086574e-05,5.75665168223326e-05,1.18503991369336e-05
PM2.5 (Particulate Matter < 2.5&micro;m),1A1a,Power stations,Coal,kilotonne,28.36898426,26.76382351,24.48669229,28.21945338,24.63585578,27.40787176,28.58354454,29.39181958,29.61225823,32.62491974,32.9074486,32.04626829,29.47558627,29.96679705,19.62308095,27.16538925,30.3661584,31.66086805,30.29745502,29.62438235,30.33052085,30.13433045,28.285585,23.54872587,20.85730496,15.83821596,14.55957077,8.663671457,9.910461653,7.539010271,8.801234805,6.687444364,3.180225663,2.822816513,3.030022873,2.634265435,3.333073697,2.612575125,2.167493492,1.491488455,1.625234017,1.633250693,2.662536007,2.451305356,1.83643553,1.224495258,0.336292356,0.275326729,0.177613769,0.10604293,0.057237816,0.038481309
PM2.5 (Particulate Matter < 2.5&micro;m),1A1a,Power stations,Coke,kilotonne,0.06474348,0.02249304,0.00820692,0.0030396,0.00192508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM2.5 (Particulate Matter < 2.5&micro;m),1A1a,Power stations,Fuel oil,kilotonne,1.85730842,2.237570591,2.714419665,2.518281155,2.57679503,2.016466161,1.573009005,1.585491965,1.739032373,1.671936463,0.988650437,0.74398442,0.977103699,0.585762901,3.088440356,1.48375584,0.855848852,0.674662228,0.776761861,0.807231417,0.924440984,0.684618697,0.466697029,0.418706706,0.295636218,0.207574827,0.260013024,1.908367809,1.530074822,1.209199975,1.019637718,0.786725234,0.367092624,0.34228044,0.337172208,0.280628229,0.343433488,0.258247578,0.48671855,0.304347227,0.253394041,0.165468293,0.180143764,0.088547852,0.070984021,0.076152964,0.069736088,0.06075278,0.046334322,0.029692565,0.022542603,0.017635403
PM2.5 (Particulate Matter < 2.5&micro;m),1A1a,Power stations,Gas oil,kilotonne,0.235648438,0.173648438,0.3971875,0.206585938,0.176070313,0.102203125,0.0871875,0.173164063,0.119398438,0.114554688,0.04359375,0.023007813,0.057640625,0.031242188,0.1085,0.05134375,0.018648438,0.01646875,0.016710938,0.01259375,0.015471637,0.017752584,0.014369893,0.017797928,0.01942437,0.01152687,0.014939452,0.015614163,0.004179093,0.032852589,0.006920224,0.002681613,0.00668217,0.010769244,0.111011399,0.021617366,0.027072909,0.015659707,0.016851914,0.016644878,0.026392667,0.007616349,0.011086392,0.014789479,0.028348561,0.014364642,0.018306545,0.01572555,0.011621942,0.015609002,0.011718247,0.073022922
PM2.5 (Particulate Matter < 2.5&micro;m),1A1a,Power stations,LPG,kilotonne,0,0,0,0,0,0,0,0,0,0,0,0,0.009204293,0.019022206,0.017006027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM2.5 (Particulate Matter < 2.5&micro;m),1A1a,Power stations,Natural gas,kilotonne,0.009128254,0.040012181,0.095846669,0.043359207,0.149855506,0.130534035,0.097368045,0.066636256,0.038490805,0.024494149,0.008367566,0,0,0,0.015061619,0.019169334,0.000167351,0.000182565,0.000258634,0.000289061,0.000456916,0.001048829,0.014297374,0.261402706,0.417103429,0.555002885,0.777885102,2.069012156,0.098178459,0.299987826,0.172568812,0.184737004,0.409920989,0.446596433,0.415891635,0.617411106,0.681623455,0.943035764,1.016862708,0.714680679,0.734727141,0.557632513,0.494461502,0.392310118,0.133774621,0.047244647,0.113679479,0.114239481,0.181862902,0.094762903,0.076974715,0.045142995
PM2.5 (Particulate Matter < 2.5&micro;m),1A1a,Power stations,Landfill gas,kilotonne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013771781,0.018877857,0.018878643,0.028235164,0.05117106,0.060693182,0.070173905,0.076301184,0.096090639,0.124657007,0.160965275,0.23118058,0.297069529,0.340411748,0.363711968,0.444857014,0.543646968,0.58258003,0.600771424,0.635034506,0.637630319,0.667720227,0.708367271,0.722099828,0.707228756,0.702633297,0.68343173,0.661563968,0.638574251,0.581669218,0.531698774,0.35838372,0.345706876,0.327590003
PM2.5 (Particulate Matter < 2.5&micro;m),1A1a,Power stations,Sewage gas,kilotonne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01888857,0.019547438,0.022377888,0.0232419,0.0232419,0.026741145,0.025553129,0.029073975,0.029073975,0.028879572,0.027324352,0.029073975,0.026006735,0.025708651,0.026039136,0.024300313,0.026814586,0.033007385,0.031516966,0.034964371,0.038843781,0.042721031,0.051253141,0.054903588,0.052320194,0.054264219,0.059519567,0.063362257,0.067321588,0.068531203,0.070278666,0.050361049,0.05123586,0.050270328
PM2.5 (Particulate Matter < 2.5&micro;m),1A1a,Power stations,OPG,kilotonne,0,0,0,0,0,0,0,0,0,0,0,0,0.00639296,0.012958703,0.011144485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM2.5 (Particulate Matter < 2.5&micro;m),1A1a,Power stations,Orimulsion,kilotonne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053167135,0.143379757,0.441115712,0.485707503,0.457952788,0.480372513,0.374688645,0.081076094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM2.5 (Particulate Matter < 2.5&micro;m),1A1a,Power stations,Petroleum coke,kilotonne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008953762,0,0,0,0,0,0,0,0.008595988,0.012237751,0.011722481,0.021919979,0.036057295,0.017121819,0.003144193,0.013737933,0.004068338,0,0.001014216,0,0,0,0,0,0
PM2.5 (Particulate Matter < 2.5&micro;m),1A1a,Power stations,Straw,kilotonne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00041381,0.00041381,0.001596722,0.004138103,0.004138103,0.004137719,0.015121442,0.009684057,0.009846183,0.005335238,0.001222689,0.002402441,0.006670735,0.010851803,0.000428959,0.015772679,0.011262129,0.007957513,0.007390123,0.020247414,0.011583808,0.024379658
PM2.5 (Particulate Matter < 2.5&micro;m),1A1a,Power stations,Wood,kilotonne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098850453,1.19417531,1.174412847,1.479218906,1.426929457,0.839816161,0.737691745,0.845249578,1.142813355,0.958648569,0.900497665,0.841296395,0.922683264,0.712832382,0.574525696,0.522398718,0.558411756,0.430342345
PM2.5 (Particulate Matter < 2.5&micro;m),1A1a,Power stations,Slurry,kilotonne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076220008,0.069360207,0.084801816,0.044066456,0.067864037,0.016175579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM2.5 (Particulate Matter < 2.5&micro;m),1A1a,Power stations,MSW,kilotonne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01282821,0.012667586,0.010071666,0.009920921,0.011896937,0.017049403,0.026978176,0.02853475,0.027623875,0.036945042,0.053380691,0.023235325,0.023567345,0.042169968,0.025812959,0.024734268,0.026747577,0.027871293,0.029699032,0.029276689,0.031501071,0.034528775,0.040218752,0.04293757,0.040432842,0.039432074,0.045166687,0.059967405,0.052238543,0.066365397,0.077870144,0.10694323,0.124981227,0.120506311
PM2.5 (Particulate Matter < 2.5&micro;m),1A1a,Power stations,Scrap tyres,kilotonne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00968088,0.00968088,0.015059147,0.016493351,0.011832187,0.008963778,0.002920424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM2.5 (Particulate Matter < 2.5&micro;m),1A1a,Power stations,Sour gas,kilotonne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046081764,0.117469821,0.131946346,0.136311405,0.140013418,0.022781826,0.014086987,0.012458109,0.007009792,0.003684635,0.00339256,0.001831084,0.001954654,0.002409426,0.000448492,9.0792601836776e-05,0,0.000438366,0,0,0,0,0,0,0,0,0,0,0.005824827,0
PM2.5 (Particulate Matter < 2.5&micro;m),1A1a,Power stations,Waste oils,kilotonne,0.023309461,0.022773839,0.022079515,0.023507839,0.020730542,0.019679136,0.020036217,0.020413136,0.020254433,0.020432974,0.017774704,0.016604271,0.016405893,0.016227352,0.016227352,0.016187676,0.015929785,0.016425731,0.016842325,0.016643947,0.016664706,0.015718048,0.016619511,0.017393433,0.016588375,0.014201988,0.017557728,0.286979499,0.264238593,0.191624109,0.177027803,0.133084476,0.087269904,0.094489327,0.089896853,0.077612119,0,0,0,0.028010187,0.038983042,0.033866594,0.030216258,0.026243868,0.025763662,0.022119838,0.018266546,0.025134427,0.019154352,0.019562344,0.014634852,0.012853521
PM2.5 (Particulate Matter < 2.5&micro;m),1A1a,Power stations,Poultry litter,kilotonne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002013822,0.005501015,0.01286787,0.01286787,0.01286787,0.013575942,0.015006395,0.055146125,0.04036719,0.041164373,0.028895251,0.02437903,0.029390236,0.017122723,0.001233159,0.002562846,0.002972901,0.001357588,0.003131023,0.001655048,0.002624563,0.00245165,0.006413106,0.006293644,0.015338138,0.006320622,0.010647022,0.010259159,0.009521231,0.016926863
PM2.5 (Particulate Matter < 2.5&micro;m),1A1a,Power stations,Liquid bio-fuels,kilotonne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048719858,0.39082043,0.303255243,0.125420408,0.076751812,0.022009181,0.064544517,0.044274703,0.020756656,0.013822508,0.004253108,0.006864621,0.001697037,0.002729534,0.00064022,0.000909659,0,0
PM2.5 (Particulate Matter < 2.5&micro;m),1A1a,Heat supply,Landfill gas,kilotonne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010641831,0.012419643,0.014158983,0.015028394,0.013041168,0.00621008,0.007824701,0.006251481,0.006872489,0.006417083,0.005630473,0.005630473,0.005622192,0.005622192,0.005622192,0.005622192,0.005622192,0.005622192,0.005622192,0.005622192,0.005622192,0.005622192,0.005622192,0.005622192,0.005622192,0.005622192,0.005622192,0.005622192,0.005622192,0.005622192,0.005622192,0.005622192,0.005622192,0.005622192
PM2.5 (Particulate Matter < 2.5&micro;m),1A1a,Heat supply,Sewage gas,kilotonne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007620749,0.007322189,0.007473696,0.009396121,0.009396121,0.007344095,0.011253745,0.012636163,0.012636163,0.012571362,0.011685751,0.011707351,0.010428614,0.010661897,0.011541029,0.011346626,0.011346626,0.011428707,0.009534363,0.010687818,0.010741818,0.011005342,0.012474161,0.013893299,0.013765857,0.01475515,0.014634189,0.015686122,0.016217489,0.017353664,0.017675508,0.01940785,0.019291209,0.018794402
PM2.5 (Particulate Matter < 2.5&micro;m),1A1b,Refineries - combustion,Fuel oil,kilotonne,1.998636348,1.870219872,1.950542147,2.149364567,2.094824751,1.865261707,1.773535653,1.692717562,1.826092203,1.916330808,1.905918661,1.614378554,1.598016609,1.331763143,1.255903218,1.127486742,1.097737751,1.003532614,1.010474046,1.032289972,1.04220791,1.142906722,1.173165972,1.211858126,1.253526601,1.180606771,1.164981093,1.1669157,1.111159314,0.884152406,0.498943188,0.562714893,0.485154839,0.399527882,0.397398866,0.302798982,0.336898163,0.351254039,0.184845304,0.185086238,0.11142447,0.149660263,0.118969914,0.110225642,0.047012594,0.072520978,0.08394745,0.051373698,0.132769216,0.025856563,0.027469933,0.022642528
